1	१
kuppāmi	कुप्पामि
kusalacchedanābhayā	कुसलच्छेदनाभया
kusalavipākato	कुसलविपाकतो
kusalaṃ	कुसलं
kusalā	कुसला
kusumānaṃ	कुसुमानं
kutopabhavā	कुतोपभवा
kuṅkumacuṇṇakaṇikārapupphasamparikiṇṇā	कुङ्कुमचुण्णकणिकारपुप्फसम्परिकिण्णा
kuṇapaṃ	कुणपं
kuṇḍikaṃ	कुण्डिकं
kuṭileṇacaṅkamādipaṭimaṇḍitaṃ	कुटिलेणचङ्कमादिपटिमण्डितं
kuṭiṃ	कुटिं
kāci	काचि
kāhasi	काहसि
kājakoṭiyā	काजकोटिया
kālakañjikā	कालकञ्जिका
kālamakaṃsu	कालमकंसु
kālaṃ	कालं
kālaṅkatabhāvaṃ	कालङ्कतभावं
kāle	काले
kālo	कालो
kāmāvacarakusalato	कामावचरकुसलतो
kāraṇā	कारणा
kāraṇāni	कारणानि
kāreti	कारेति
kāretvā	कारेत्वा
kārito	कारितो
kārāpetvā	कारापेत्वा
kāsi	कासि
kāsipuraṃ	कासिपुरं
kātabbaṃ	कातब्बं
kātunti	कातुन्ति
kātuṃ	कातुं
kāya	काय
kāyasakkhiṃ	कायसक्खिं
kāyassa	कायस्स
kāyavācānañca	कायवाचानञ्च
kāyavācānaṃ	कायवाचानं
kāyaṃ	कायं
kāye	काये
kāyo	कायो
kāyā	काया
kāḷena	काळेन
labhassu	लभस्सु
labhati	लभति
labhatīti	लभतीति
labhi	लभि
labhissāmi	लभिस्सामि
labhāmīti	लभामीति
laddhabyākaraṇo	लद्धब्याकरणो
laddhaticīvarasāṭakā	लद्धतिचीवरसाटका
laddhokāsena	लद्धोकासेन
laddhā	लद्धा
laganaṃ	लगनं
laggitaṃ	लग्गितं
lahukaṃ	लहुकं
lahuko	लहुको
lahuparivattaṃ	लहुपरिवत्तं
lahuṃ	लहुं
lajjatīti	लज्जतीति
lakkhaṇe	लक्खणे
lakkhaṇīyattā	लक्खणीयत्ता
latāpupphāni	लतापुप्फानि
leḍḍu	लेड्डु
likhitaṃ	लिखितं
liṅgasampatti	लिङ्गसम्पत्ति
liṅgato	लिङ्गतो
liṅgatoti	लिङ्गतोति
liṅgena	लिङ्गेन
lohitacandanena	लोहितचन्दनेन
lohitadhāraṃ	लोहितधारं
lohitarasmiyo	लोहितरस्मियो
lohitaṃ	लोहितं
lokadhātuyo	लोकधातुयो
lokadhātuṃ	लोकधातुं
lokadhātū	लोकधातू
lokantaresu	लोकन्तरेसु
lokanāthassa	लोकनाथस्स
lokanāyakaṃ	लोकनायकं
lokanāyake	लोकनायके
lokanāyako	लोकनायको
lokasmintiādīsu	लोकस्मिन्तिआदीसु
lokassa	लोकस्स
lokato	लोकतो
lokatthacariyāyo	लोकत्थचरियायो
lokaviduṃ	लोकविदुं
lokavidū	लोकविदू
lokaṃ	लोकं
loke	लोके
lokiyalokuttaro	लोकियलोकुत्तरो
loko	लोको
lokuttarakusalato	लोकुत्तरकुसलतो
lokuttarā	लोकुत्तरा
lokā	लोका
lomakūpamattampi	लोमकूपमत्तम्पि
ma	म
madhupiṇḍikasuttantādīni	मधुपिण्डिकसुत्तन्तादीनि
madhuradhammakathaṃ	मधुरधम्मकथं
madhurasaddo	मधुरसद्दो
madhurasalilāsayaṃ	मधुरसलिलासयं
madhuro	मधुरो
magadharājena	मगधराजेन
maggapaccayo	मग्गपच्चयो
maggasaccaṃ	मग्गसच्चं
maggaṃ	मग्गं
maggaṅgavibhaṅgo	मग्गङ्गविभङ्गो
maggo	मग्गो
mahagghabhāvo	महग्घभावो
mahallakassa	महल्लकस्स
mahantaṃ	महन्तं
mahante	महन्ते
mahantena	महन्तेन
mahanto	महन्तो
mahesino	महेसिनो
mahesīhi	महेसीहि
mahiddhikabhāvaṃ	महिद्धिकभावं
mahiddhiko	महिद्धिको
mahiddhikā	महिद्धिका
mahindenetamuttamaṃ	महिन्देनेतमुत्तमं
mahindo	महिन्दो
mahiyā	महिया
mahodadhiṃ	महोदधिं
mahosadhapaṇḍitakāleti	महोसधपण्डितकालेति
mahābhinikkhamanaṃ	महाभिनिक्खमनं
mahābhittiyaṃ	महाभित्तियं
mahābhogo	महाभोगो
mahābodhimaṇḍe	महाबोधिमण्डे
mahābodhinidāno	महाबोधिनिदानो
mahābodhipallaṅke	महाबोधिपल्लङ्के
mahābodhipallaṅkā	महाबोधिपल्लङ्का
mahābodhiṃ	महाबोधिं
mahābrahmāpi	महाब्रह्मापि
mahācaṅkame	महाचङ्कमे
mahācorasamo	महाचोरसमो
mahādhātukathā	महाधातुकथा
mahādukkhaṃ	महादुक्खं
mahādānañca	महादानञ्च
mahādānaṃ	महादानं
mahāgatigamiyatissadattatthero	महागतिगमियतिस्सदत्तत्थेरो
mahāgovindakāle	महागोविन्दकाले
mahāgovindapaṇḍitakāle	महागोविन्दपण्डितकाले
mahājambuphalaṃ	महाजम्बुफलं
mahājanakajātake	महाजनकजातके
mahājanassa	महाजनस्स
mahājanaṃ	महाजनं
mahājano	महाजनो
mahākaccānattheraṃ	महाकच्चानत्थेरं
mahākaccānena	महाकच्चानेन
mahākaccāno	महाकच्चानो
mahākassapappamukhena	महाकस्सपप्पमुखेन
mahākassapattherena	महाकस्सपत्थेरेन
mahākassapādīhi	महाकस्सपादीहि
mahāmoggallānattherassa	महामोग्गल्लानत्थेरस्स
mahāmukhaṃ	महामुखं
mahāmuni	महामुनि
mahānadiṃ	महानदिं
mahānubhāvo	महानुभावो
mahānāgehi	महानागेहि
mahānīparukkho	महानीपरुक्खो
mahāpadhānaṃ	महापधानं
mahāpakaraṇaṃ	महापकरणं
mahāpakaraṇe	महापकरणे
mahāpakaraṇeyeva	महापकरणेयेव
mahāpakaraṇiyā	महापकरणिया
mahāpathaviyā	महापथविया
mahāpathaviṃ	महापथविं
mahāpathavī	महापथवी
mahāpathavīkampanāni	महापथवीकम्पनानि
mahāpathaṃ	महापथं
mahāpañño	महापञ्ञो
mahāpaññā	महापञ्ञा
mahāpurisassa	महापुरिसस्स
mahāpurisaṃ	महापुरिसं
mahāpuriso	महापुरिसो
mahāpuññāni	महापुञ्ञानि
mahāpīṭhaṃ	महापीठं
mahārajjaṃ	महारज्जं
mahārajjāni	महारज्जानि
mahāraṭṭhiyo	महारट्ठियो
mahāsampattiyā	महासम्पत्तिया
mahāsamuddassa	महासमुद्दस्स
mahāsamuddaṃ	महासमुद्दं
mahāsamudde	महासमुद्दे
mahāsamuddeyeva	महासमुद्देयेव
mahāsamuddo	महासमुद्दो
mahāsamuddova	महासमुद्दोव
mahāsamārambhena	महासमारम्भेन
mahāsattassa	महासत्तस्स
mahāsattañhi	महासत्तञ्हि
mahāsattaṃ	महासत्तं
mahāsatto	महासत्तो
mahāsirīsarukkho	महासिरीसरुक्खो
mahāsoṇarukkho	महासोणरुक्खो
mahāsudassanarājakāle	महासुदस्सनराजकाले
mahāsākhāhi	महासाखाहि
mahāudakakkhandhotveva	महाउदकक्खन्धोत्वेव
mahāva	महाव
mahāvanasaṇḍavāsīnaṃ	महावनसण्डवासीनं
mahāvanasaṇḍe	महावनसण्डे
mahāveḷurukkho	महावेळुरुक्खो
mahāvilokanāni	महाविलोकनानि
mahāvīra	महावीर
mahāvīro	महावीरो
mahāyasaṃ	महायसं
mahāyaso	महायसो
mahītalaṃ	महीतलं
majjhe	मज्झे
majjhimabuddhavacanaṃ	मज्झिमबुद्धवचनं
majjhimanikāyo	मज्झिमनिकायो
majjhimayāme	मज्झिमयामे
majjhimo	मज्झिमो
mama	मम
mamaṃ	ममं
mamokāsaṃ	ममोकासं
mamāti	ममाति
manasā	मनसा
manasādesanā	मनसादेसना
mandabuddhīhi	मन्दबुद्धीहि
mandacchiddo	मन्दच्छिद्दो
mandavāteritassa	मन्दवातेरितस्स
mandāravapupphacchattaṃ	मन्दारवपुप्फच्छत्तं
mandāravaṃ	मन्दारवं
mano	मनो
manoramaṃ	मनोरमं
manoratho	मनोरथो
manosilātale	मनोसिलातले
mantadharo	मन्तधरो
mantetvā	मन्तेत्वा
manujindotiādīsu	मनुजिन्दोतिआदीसु
manussabhūtena	मनुस्सभूतेन
manussagaṇanāya	मनुस्सगणनाय
manussaloke	मनुस्सलोके
manusse	मनुस्से
manussesu	मनुस्सेसु
manussā	मनुस्सा
manussānaṃ	मनुस्सानं
manussāpi	मनुस्सापि
manāpā	मनापा
maraṇamattaṃ	मरणमत्तं
maraṇaṃ	मरणं
marū	मरू
matoti	मतोति
matthakaṃ	मत्थकं
matthake	मत्थके
mayaṃ	मयं
mayha	मय्ह
mayhanti	मय्हन्ति
mayhaṃ	मय्हं
mayā	मया
mayāpi	मयापि
maññe	मञ्ञे
maṃ	मं
maṅgalapokkharaṇītīre	मङ्गलपोक्खरणीतीरे
maṅgalasuttaratanasuttanālakasuttatuvaṭṭakasuttāni	मङ्गलसुत्तरतनसुत्तनालकसुत्ततुवट्टकसुत्तानि
maṅgalo	मङ्गलो
maṇimayā	मणिमया
maṇiratanaṃ	मणिरतनं
maṇitthambhesu	मणित्थम्भेसु
maṇḍapassa	मण्डपस्स
maṇḍapaṃ	मण्डपं
maṇḍape	मण्डपे
maṇḍapo	मण्डपो
me	मे
medinī	मेदिनी
mekhalaṃ	मेखलं
mettāpāramitā	मेत्तापारमिता
mettāpāramiṃ	मेत्तापारमिं
mettāsahagatena	मेत्तासहगतेन
mettāya	मेत्ताय
mettāyantassa	मेत्तायन्तस्स
micchādiṭṭhitaṃ	मिच्छादिट्ठितं
micchāvitakkamakkhikā	मिच्छावितक्कमक्खिका
migadāye	मिगदाये
migarājā	मिगराजा
milāyanti	मिलायन्ति
mitto	मित्तो
mocayiṃ	मोचयिं
moggaliputtatissattherenetaṃ	मोग्गलिपुत्ततिस्सत्थेरेनेतं
moggaliputtatissatthero	मोग्गलिपुत्ततिस्सत्थेरो
moggaliputto	मोग्गलिपुत्तो
moggallānenāti	मोग्गल्लानेनाति
moggallāno	मोग्गल्लानो
moghapurisā	मोघपुरिसा
moho	मोहो
morapiñchakalāpo	मोरपिञ्छकलापो
muccanti	मुच्चन्ति
mucchitā	मुच्छिता
mudukā	मुदुका
mudutalaṃ	मुदुतलं
muggavaṇṇasilaṃ	मुग्गवण्णसिलं
muggavaṇṇasilāpaṭṭe	मुग्गवण्णसिलापट्टे
muhuttaṃ	मुहुत्तं
mukhaṃ	मुखं
mukhādānaṃ	मुखादानं
muttimeva	मुत्तिमेव
muttāhāraṃ	मुत्ताहारं
muttājālasadisāya	मुत्ताजालसदिसाय
muñcitvā	मुञ्चित्वा
muñcitvāhaṃ	मुञ्चित्वाहं
muñcāmimaṃ	मुञ्चामिमं
muñjatiṇaṃ	मुञ्जतिणं
muḷālakalāpaṃ	मुळालकलापं
mā	मा
mālā	माला
mālāgandhūpahārādīhi	मालागन्धूपहारादीहि
mānamadapurisamade	मानमदपुरिसमदे
mānasaṃ	मानसं
mānusakaṃ	मानुसकं
mānusakā	मानुसका
mānusaṃ	मानुसं
mānusehi	मानुसेहि
mānusā	मानुसा
māpehīti	मापेहीति
māpesi	मापेसि
māpesinti	मापेसिन्ति
māpesiṃ	मापेसिं
māpetvā	मापेत्वा
māpitā	मापिता
mārabalaṃ	मारबलं
mārasenaṃ	मारसेनं
māreti	मारेति
māse	मासे
māsehi	मासेहि
mātaraṃ	मातरं
mātikaṃ	मातिकं
mātikā	मातिका
mātikāṭhapanaṃ	मातिकाठपनं
mātito	मातितो
mātu	मातु
mātukucchiyaṃ	मातुकुच्छियं
mātukucchiṃ	मातुकुच्छिं
mātā	माता
mātāpi	मातापि
mātāpitaro	मातापितरो
māyā	माया
māṇavo	माणवो
mūgapakkhikā	मूगपक्खिका
mūlapariyāyasuttādīni	मूलपरियायसुत्तादीनि
mūlato	मूलतो
mūlayamakaṃ	मूलयमकं
mūlādīhi	मूलादीहि
na	न
nabhe	नभे
nadanaṃ	नदनं
naditvā	नदित्वा
nadiyo	नदियो
nadiyā	नदिया
nadiṃ	नदिं
nadīnivattane	नदीनिवत्तने
nagaradvāresu	नगरद्वारेसु
nagaraṃ	नगरं
nagare	नगरे
nahetū	नहेतू
nakhāpi	नखापि
nakkhattā	नक्खत्ता
nakulā	नकुला
nalāṭaṃ	नलाटं
namassanti	नमस्सन्ति
namassitvā	नमस्सित्वा
nandamātā	नन्दमाता
nanti	नन्ति
nanu	ननु
napi	नपि
napihaṃ	नपिहं
nappahotiyeva	नप्पहोतियेव
nappakanti	नप्पकन्ति
nappaṭicchādeti	नप्पटिच्छादेति
naramarū	नरमरू
naranāriyo	नरनारियो
narā	नरा
narāsabho	नरासभो
natthi	नत्थि
natthipaccayo	नत्थिपच्चयो
natthīti	नत्थीति
nava	नव
navacchiddaṃ	नवच्छिद्दं
navadosamupāgata	नवदोसमुपागत
navadosamupāgataṃ	नवदोसमुपागतं
navamaṃ	नवमं
navamo	नवमो
navappabhedaṃ	नवप्पभेदं
navaṅgāni	नवङ्गानि
navaṅgānīti	नवङ्गानीति
navuti	नवुति
navutihatthubbedhaṃ	नवुतिहत्थुब्बेधं
navutikoṭimabodhayi	नवुतिकोटिमबोधयि
navutikoṭisahassāni	नवुतिकोटिसहस्सानि
navutikoṭisaṅkhyāya	नवुतिकोटिसङ्ख्याय
navutikoṭiyo	नवुतिकोटियो
navutivassasahassāni	नवुतिवस्ससहस्सानि
navutivassasahassānīti	नवुतिवस्ससहस्सानीति
navutiyeva	नवुतियेव
nayadānaṃ	नयदानं
nayamukhaṃ	नयमुखं
nayasahassena	नयसहस्सेन
nayasatasahassena	नयसतसहस्सेन
nayasatena	नयसतेन
nayasāgaro	नयसागरो
nayato	नयतो
nayaṃ	नयं
nayehi	नयेहि
nayena	नयेन
nayo	नयो
nayā	नया
nayānaṃ	नयानं
naṃ	नं
naṅguṭṭhe	नङ्गुट्ठे
naṭṭhepi	नट्ठेपि
ne	ने
nekakoṭisataṃ	नेककोटिसतं
nekkhamagavesako	नेक्खमगवेसको
nekkhammapāramitā	नेक्खम्मपारमिता
nekkhammapāramitāya	नेक्खम्मपारमिताय
nekkhammapāramiṃ	नेक्खम्मपारमिं
nekkhammapāramīti	नेक्खम्मपारमीति
nekkhammaṃ	नेक्खम्मं
nerañjaramupehiti	नेरञ्जरमुपेहिति
nerañjarāya	नेरञ्जराय
nesaṃ	नेसं
neva	नेव
ni	नि
nibaddhajagganabhāvo	निबद्धजग्गनभावो
nibbanti	निब्बन्ति
nibbattesi	निब्बत्तेसि
nibbattetvā	निब्बत्तेत्वा
nibbatti	निब्बत्ति
nibbattiṃsu	निब्बत्तिंसु
nibbattā	निब्बत्ता
nibbhayabhāvo	निब्भयभावो
nibbinnahadayo	निब्बिन्नहदयो
nibbutapadaṃ	निब्बुतपदं
nibbutapiṇḍabhuñjanabhāvo	निब्बुतपिण्डभुञ्जनभावो
nibbutiṃ	निब्बुतिं
nibbuto	निब्बुतो
nibbutā	निब्बुता
nibbānaṃ	निब्बानं
nibbāyi	निब्बायि
niccakālaṃ	निच्चकालं
niccalabhāvakaraṇatthaṃ	निच्चलभावकरणत्थं
niccalāva	निच्चलाव
niccameva	निच्चमेव
niccaṃ	निच्चं
nicchandarāgabhāvo	निच्छन्दरागभावो
nicchārento	निच्छारेन्तो
nicchāretvā	निच्छारेत्वा
nidahitvā	निदहित्वा
niddhantasuvaṇṇapiṇḍi	निद्धन्तसुवण्णपिण्डि
niddiṭṭhaṃ	निद्दिट्ठं
niddosaṃ	निद्दोसं
niddāvasena	निद्दावसेन
niddāyantena	निद्दायन्तेन
nidānakathā	निदानकथा
nidānakiccaṃ	निदानकिच्चं
nidānakosallatthaṃ	निदानकोसल्लत्थं
nidānassa	निदानस्स
nidānaṃ	निदानं
nidānāni	निदानानि
nigaccheyya	निगच्छेय्य
niggacchati	निग्गच्छति
niggahaṃ	निग्गहं
niggahaṃpe	निग्गहंपे
niggahito	निग्गहितो
niggāthakaṃ	निग्गाथकं
nigrodharukkho	निग्रोधरुक्खो
nijjhānaṃ	निज्झानं
nikhilena	निखिलेन
nikkhamantassa	निक्खमन्तस्स
nikkhamanti	निक्खमन्ति
nikkhamantūti	निक्खमन्तूति
nikkhamathāti	निक्खमथाति
nikkhamitvā	निक्खमित्वा
nikkhamiṃsu	निक्खमिंसु
nikkhantasayanassa	निक्खन्तसयनस्स
nikkhantaudakadhārā	निक्खन्तउदकधारा
nikkhantaṃ	निक्खन्तं
nikkhanto	निक्खन्तो
nikkhantosmi	निक्खन्तोस्मि
nikkhantā	निक्खन्ता
nikkhepakaṇḍeyeva	निक्खेपकण्डेयेव
nikkheparāsi	निक्खेपरासि
nikkhepaṃ	निक्खेपं
nikkhepo	निक्खेपो
nikkhepoti	निक्खेपोति
nikkhipitvā	निक्खिपित्वा
nikkhittaṃ	निक्खित्तं
nikāyabhāve	निकायभावे
nikāyato	निकायतो
nikāye	निकाये
nikāyo	निकायो
nikāyoti	निकायोति
nikāyā	निकाया
nikāyāti	निकायाति
nimantessāmīti	निमन्तेस्सामीति
nimantetvā	निमन्तेत्वा
nimantitā	निमन्तिता
nimantiyamāno	निमन्तियमानो
nimimahārājakāle	निमिमहाराजकाले
nimittaggāhamattakeneva	निमित्तग्गाहमत्तकेनेव
nimittaṃ	निमित्तं
nimitte	निमित्ते
nimminitvā	निम्मिनित्वा
nimmitabuddhassa	निम्मितबुद्धस्स
nimmitabuddhaṃ	निम्मितबुद्धं
nimmānaratī	निम्मानरती
ninnetā	निन्नेता
nipajjahaṃ	निपज्जहं
nipannassa	निपन्नस्स
nipannena	निपन्नेन
nipanno	निपन्नो
nippadesato	निप्पदेसतो
nippadesatova	निप्पदेसतोव
nippadesena	निप्पदेसेन
nipphannaṃ	निप्फन्नं
nipuṇaṃ	निपुणं
nipuṇāmalabuddhinā	निपुणामलबुद्धिना
nirantaraṃ	निरन्तरं
niravasesato	निरवसेसतो
nirayā	निरया
nirodhasaccaṃ	निरोधसच्चं
nirodhasamāpattisamāpannaṃ	निरोधसमापत्तिसमापन्नं
nirodhā	निरोधा
nirupabhogabhāvo	निरुपभोगभावो
nirākulā	निराकुला
nisabho	निसभो
nisajjaṭṭhānacaṅkame	निसज्जट्ठानचङ्कमे
nisinnasattāhaṃ	निसिन्नसत्ताहं
nisinnena	निसिन्नेन
nisinno	निसिन्नो
nisinnā	निसिन्ना
nissaddā	निस्सद्दा
nissandena	निस्सन्देन
nissaraṇatthā	निस्सरणत्था
nissayapaccayo	निस्सयपच्चयो
nissaṅgatāya	निस्सङ्गताय
nissesaṃ	निस्सेसं
nissāya	निस्साय
nisāmetha	निसामेथ
nisīdanamaṇḍapaṃ	निसीदनमण्डपं
nisīdanatthāya	निसीदनत्थाय
nisīdanaṭṭhānatthāya	निसीदनट्ठानत्थाय
nisīdanaṭṭhānaṃ	निसीदनट्ठानं
nisīdati	निसीदति
nisīdi	निसीदि
nisīditvā	निसीदित्वा
nisīdiṃsu	निसीदिंसु
nisīdāpetvā	निसीदापेत्वा
nivatta	निवत्त
nivatthapārutaṃ	निवत्थपारुतं
nivattitvā	निवत्तित्वा
nivesesi	निवेसेसि
nivāsanapārupanatthāya	निवासनपारुपनत्थाय
nivāsanānurūpaṃ	निवासनानुरूपं
nivāsaphāsukaṃ	निवासफासुकं
nivāsato	निवासतो
nivāsesi	निवासेसि
nivāsesiṃ	निवासेसिं
nivāsetvā	निवासेत्वा
niyatā	नियता
niyyātetvā	निय्यातेत्वा
niṭṭhitā	निट्ठिता
niṭṭhubhanādīhi	निट्ठुभनादीहि
niṭṭhāpetvā	निट्ठापेत्वा
no	नो
nosuttanāmikā	नोसुत्तनामिका
nti	न्ति
ntipi	न्तिपि
nu	नु
nuddhaṃsati	नुद्धंसति
nupalabbhati	नुपलब्भति
nupapajjare	नुपपज्जरे
nuppajjanti	नुप्पज्जन्ति
nuppajji	नुप्पज्जि
nāddasaṃ	नाद्दसं
nāgabhavanā	नागभवना
nāgalatādantakaṭṭhaṃ	नागलतादन्तकट्ठं
nāgapunnāgaketakaṃ	नागपुन्नागकेतकं
nāgarukkho	नागरुक्खो
nāgarukkhova	नागरुक्खोव
nāgarājena	नागराजेन
nāgarājā	नागराजा
nāgasamālā	नागसमाला
nāgā	नागा
nāhaṃ	नाहं
nāhesunti	नाहेसुन्ति
nāhesuṃ	नाहेसुं
nāhosi	नाहोसि
nālaṃ	नालं
nāma	नाम
nāmahaṃ	नामहं
nāmapadeso	नामपदेसो
nāmapi	नामपि
nāmarūpaparicchedakathā	नामरूपपरिच्छेदकथा
nāmarūpaparicchedo	नामरूपपरिच्छेदो
nāmato	नामतो
nāmaṃ	नामं
nāmesa	नामेस
nāmetanti	नामेतन्ति
nāmupaṭṭhāko	नामुपट्ठाको
nāmāti	नामाति
nānappakārakosallatthaṃ	नानप्पकारकोसल्लत्थं
nānappakārato	नानप्पकारतो
nānattaṃ	नानत्तं
nānattābhāvā	नानत्ताभावा
nānubhonti	नानुभोन्ति
nānājanasamākulaṃ	नानाजनसमाकुलं
nānākuṇapapūritaṃ	नानाकुणपपूरितं
nānākuṇapasañcayaṃ	नानाकुणपसञ्चयं
nānāsamāpattīhi	नानासमापत्तीहि
nānāvirāgavaṇṇavisesasampanno	नानाविरागवण्णविसेससम्पन्नो
nāradakūṭamhi	नारदकूटम्हि
nārado	नारदो
nārī	नारी
nāsakkhi	नासक्खि
nāsakkhiṃsu	नासक्खिंसु
nātho	नाथो
nāvaṃ	नावं
nāvāya	नावाय
nāyaṃ	नायं
nāṭakānaṃ	नाटकानं
nīharaṇābhāvo	नीहरणाभावो
nīhārena	नीहारेन
nīlapeyyālaṃ	नीलपेय्यालं
nīlapītalohitodātamañjiṭṭhapabhassaravasena	नीलपीतलोहितोदातमञ्जिट्ठपभस्सरवसेन
nīlarasmiyo	नीलरस्मियो
nīlaṭṭhānehi	नीलट्ठानेहि
nīpaṃ	नीपं
nūna	नून
obhāsanasamatthaṃ	ओभासनसमत्थं
obhāsayamantalikkhanti	ओभासयमन्तलिक्खन्ति
odahitvā	ओदहित्वा
odātarasmiyo	ओदातरस्मियो
oghataraṇādīni	ओघतरणादीनि
ogāḷhassa	ओगाळ्हस्स
okiranti	ओकिरन्ति
okkamati	ओक्कमति
okkamītiādīnaṃ	ओक्कमीतिआदीनं
okkanti	ओक्कन्ति
okāsaṃ	ओकासं
olaggetvā	ओलग्गेत्वा
olambantā	ओलम्बन्ता
olambantūti	ओलम्बन्तूति
olambatūti	ओलम्बतूति
olambi	ओलम्बि
olambitvā	ओलम्बित्वा
olambiṃsu	ओलम्बिंसु
olokaneneva	ओलोकनेनेव
olokento	ओलोकेन्तो
olokesi	ओलोकेसि
oloketi	ओलोकेति
oloketvā	ओलोकेत्वा
omuñcanto	ओमुञ्चन्तो
orabhāge	ओरभागे
orimatīraṃ	ओरिमतीरं
oruyha	ओरुय्ह
osamī	ओसमी
osaranti	ओसरन्ति
osarantu	ओसरन्तु
otāretvā	ओतारेत्वा
ovadati	ओवदति
pa	प
pabbajantūti	पब्बजन्तूति
pabbaji	पब्बजि
pabbajissāmīti	पब्बजिस्सामीति
pabbajitaṃ	पब्बजितं
pabbajito	पब्बजितो
pabbajitukāmā	पब्बजितुकामा
pabbajitvā	पब्बजित्वा
pabbajitā	पब्बजिता
pabbajitānañhi	पब्बजितानञ्हि
pabbajitānaṃ	पब्बजितानं
pabbajiṃsu	पब्बजिंसु
pabbajjasuttādīnaṃ	पब्बज्जसुत्तादीनं
pabbajjā	पब्बज्जा
pabbajjāti	पब्बज्जाति
pabbajjāya	पब्बज्जाय
pabbate	पब्बते
pabbato	पब्बतो
pabbaṃ	पब्बं
pabbhāre	पब्भारे
pabbājento	पब्बाजेन्तो
pabhedavacanato	पभेदवचनतो
pabhedaṃ	पभेदं
pabhā	पभा
pabhāvatī	पभावती
pabhāvito	पभावितो
pabhāya	पभाय
pabujjhitvā	पबुज्झित्वा
paccanīyamhi	पच्चनीयम्हि
paccanīyepi	पच्चनीयेपि
paccanīyānulomamhi	पच्चनीयानुलोमम्हि
paccanīyānulome	पच्चनीयानुलोमे
paccanīyānulomepi	पच्चनीयानुलोमेपि
paccatthikā	पच्चत्थिका
paccatthikānaṃ	पच्चत्थिकानं
paccavekkhantassa	पच्चवेक्खन्तस्स
paccavekkhanto	पच्चवेक्खन्तो
paccavekkhantānaṃ	पच्चवेक्खन्तानं
paccayākārapadeso	पच्चयाकारपदेसो
paccayākāravaṭṭaṃ	पच्चयाकारवट्टं
paccayākāravibhaṅgo	पच्चयाकारविभङ्गो
paccayākāre	पच्चयाकारे
paccayākāro	पच्चयाकारो
paccayānaṃ	पच्चयानं
paccekaṃ	पच्चेकं
pacchimabuddhavacanaṃ	पच्छिमबुद्धवचनं
pacchimayāmāvasāne	पच्छिमयामावसाने
pacchimuttarāya	पच्छिमुत्तराय
pacchā	पच्छा
pacchājātapaccayo	पच्छाजातपच्चयो
pacchāpi	पच्छापि
pacurāparādhā	पचुरापराधा
padabhājanīyaṃ	पदभाजनीयं
padahitvā	पदहित्वा
padahitvāna	पदहित्वान
padahiṃ	पदहिं
padakkhiṇamakaṃsu	पदक्खिणमकंसु
padakkhiṇaṃ	पदक्खिणं
padanti	पदन्ति
padasahassāni	पदसहस्सानि
padavalañjaṃ	पदवलञ्जं
padesavihārasuttantavasena	पदेसविहारसुत्तन्तवसेन
padesavihārasuttantaṃ	पदेसविहारसुत्तन्तं
padesaṃ	पदेसं
padese	पदेसे
padesena	पदेसेन
padeso	पदेसो
padissanti	पदिस्सन्ति
padissare	पदिस्सरे
padissati	पदिस्सति
padumagabbhaṃ	पदुमगब्भं
padumaṃ	पदुमं
padumo	पदुमो
padumuttaro	पदुमुत्तरो
padumā	पदुमा
paggahitamano	पग्गहितमनो
paggayha	पग्गय्ह
paggaṇha	पग्गण्ह
paggharatīti	पग्घरतीति
paghaṭṭitā	पघट्टिता
pahotīti	पहोतीति
pahānaṃ	पहानं
pahānāni	पहानानि
pahāraṃ	पहारं
pahāya	पहाय
pahīnakileso	पहीनकिलेसो
pahīnaṃ	पहीनं
pahūtadhanadhaññavā	पहूतधनधञ्ञवा
pajahanto	पजहन्तो
pajahi	पजहि
pajahinti	पजहिन्ति
pajahitvā	पजहित्वा
pajahiṃ	पजहिं
pajānāti	पजानाति
pakampatha	पकम्पथ
pakampathāti	पकम्पथाति
pakampati	पकम्पति
pakaraṇaṃ	पकरणं
pakaraṇānaṃ	पकरणानं
pakaraṇāni	पकरणानि
pakittetvā	पकित्तेत्वा
pakkamadhusakkaracuṇṇasappīhi	पक्कमधुसक्करचुण्णसप्पीहि
pakkamati	पक्कमति
pakkamuṃ	पक्कमुं
pakkhalitvā	पक्खलित्वा
pakkhandiṃsu	पक्खन्दिंसु
pakkhipitvā	पक्खिपित्वा
pakāsayissāmi	पकासयिस्सामि
pakāsitaṃ	पकासितं
palibodhato	पलिबोधतो
pallaṅkasmiñhi	पल्लङ्कस्मिञ्हि
pallaṅkassa	पल्लङ्कस्स
pallaṅkavaramābhuje	पल्लङ्कवरमाभुजे
pallaṅkaṃ	पल्लङ्कं
pallaṅke	पल्लङ्के
pallaṅkā	पल्लङ्का
paluggaṃ	पलुग्गं
palālasakaṭe	पलालसकटे
palāyati	पलायति
pamoditaṃ	पमोदितं
pamodito	पमोदितो
pamokāse	पमोकासे
pamudito	पमुदितो
pamukhaṃ	पमुखं
pamādacāraṃ	पमादचारं
pamādamāgamma	पमादमागम्म
pamāṇaṃ	पमाणं
pana	पन
panassa	पनस्स
panesa	पनेस
panesā	पनेसा
panetaṃ	पनेतं
panete	पनेते
panettha	पनेत्थ
panidaṃ	पनिदं
pannarasappabhedo	पन्नरसप्पभेदो
panāha	पनाह
papañcasaññāsaṅkhā	पपञ्चसञ्ञासङ्खा
