1	១
maggo	មគ្គោ
mahagghabhāvo	មហគ្ឃភាវោ
mahallakassa	មហល្លកស្ស
mahantaṃ	មហន្តំ
mahante	មហន្តេ
mahantena	មហន្តេន
mahanto	មហន្តោ
mahesino	មហេសិនោ
mahesīhi	មហេសីហិ
mahiddhikabhāvaṃ	មហិទ្ធិកភាវំ
mahiddhiko	មហិទ្ធិកោ
mahiddhikā	មហិទ្ធិកា
mahindenetamuttamaṃ	មហិន្ទេនេតមុត្តមំ
mahindo	មហិន្ទោ
mahiyā	មហិយា
mahodadhiṃ	មហោទធិំ
mahosadhapaṇḍitakāleti	មហោសធបណ្ឌិតកាលេតិ
mahābhinikkhamanaṃ	មហាភិនិក្ខមនំ
mahābhittiyaṃ	មហាភិត្តិយំ
mahābhogo	មហាភោគោ
mahābodhimaṇḍe	មហាពោធិមណ្ឌេ
mahābodhinidāno	មហាពោធិនិទានោ
mahābodhipallaṅke	មហាពោធិបល្លង្កេ
mahābodhipallaṅkā	មហាពោធិបល្លង្កា
mahābodhiṃ	មហាពោធិំ
mahābrahmāpi	មហាព្រហ្មាបិ
mahācaṅkame	មហាចង្កមេ
mahācorasamo	មហាចោរសមោ
mahādhātukathā	មហាធាតុកថា
mahādukkhaṃ	មហាទុក្ខំ
mahādānañca	មហាទានញ្ច
mahādānaṃ	មហាទានំ
mahāgatigamiyatissadattatthero	មហាគតិគមិយតិស្សទត្តត្ថេរោ
mahāgovindakāle	មហាគោវិន្ទកាលេ
mahāgovindapaṇḍitakāle	មហាគោវិន្ទបណ្ឌិតកាលេ
mahājambuphalaṃ	មហាជម្ពុផលំ
mahājanakajātake	មហាជនកជាតកេ
mahājanassa	មហាជនស្ស
mahājanaṃ	មហាជនំ
mahājano	មហាជនោ
mahākaccānattheraṃ	មហាកច្ចានត្ថេរំ
mahākaccānena	មហាកច្ចានេន
mahākaccāno	មហាកច្ចានោ
mahākassapappamukhena	មហាកស្សបប្បមុខេន
mahākassapattherena	មហាកស្សបត្ថេរេន
mahākassapādīhi	មហាកស្សបាទីហិ
mahāmoggallānattherassa	មហាមោគ្គល្លានត្ថេរស្ស
mahāmukhaṃ	មហាមុខំ
mahāmuni	មហាមុនិ
mahānadiṃ	មហានទិំ
mahānubhāvo	មហានុភាវោ
mahānāgehi	មហានាគេហិ
mahānīparukkho	មហានីបរុក្ខោ
mahāpadhānaṃ	មហាបធានំ
mahāpakaraṇaṃ	មហាបករណំ
mahāpakaraṇe	មហាបករណេ
mahāpakaraṇeyeva	មហាបករណេយេវ
mahāpakaraṇiyā	មហាបករណិយា
mahāpathaviyā	មហាបថវិយា
mahāpathaviṃ	មហាបថវិំ
mahāpathavī	មហាបថវី
mahāpathavīkampanāni	មហាបថវីកម្បនានិ
mahāpathaṃ	មហាបថំ
mahāpañño	មហាបញ្ញោ
mahāpaññā	មហាបញ្ញា
mahāpurisassa	មហាបុរិសស្ស
mahāpurisaṃ	មហាបុរិសំ
mahāpuriso	មហាបុរិសោ
mahāpuññāni	មហាបុញ្ញានិ
mahāpīṭhaṃ	មហាបីឋំ
mahārajjaṃ	មហារជ្ជំ
mahārajjāni	មហារជ្ជានិ
mahāraṭṭhiyo	មហារដ្ឋិយោ
mahāsampattiyā	មហាសម្បត្តិយា
mahāsamuddassa	មហាសមុទ្ទស្ស
mahāsamuddaṃ	មហាសមុទ្ទំ
mahāsamudde	មហាសមុទ្ទេ
mahāsamuddeyeva	មហាសមុទ្ទេយេវ
mahāsamuddo	មហាសមុទ្ទោ
mahāsamuddova	មហាសមុទ្ទោវ
mahāsamārambhena	មហាសមារម្ភេន
mahāsattassa	មហាសត្តស្ស
mahāsattañhi	មហាសត្តញ្ហិ
mahāsattaṃ	មហាសត្តំ
mahāsatto	មហាសត្តោ
mahāsirīsarukkho	មហាសិរីសរុក្ខោ
mahāsoṇarukkho	មហាសោណរុក្ខោ
mahāsudassanarājakāle	មហាសុទស្សនរាជកាលេ
mahāsākhāhi	មហាសាខាហិ
mahāudakakkhandhotveva	មហាឧទកក្ខន្ធោត្វេវ
mahāva	មហាវ
mahāvanasaṇḍavāsīnaṃ	មហាវនសណ្ឌវាសីនំ
mahāvanasaṇḍe	មហាវនសណ្ឌេ
mahāveḷurukkho	មហាវេឡុរុក្ខោ
mahāvilokanāni	មហាវិលោកនានិ
mahāvīra	មហាវីរ
mahāvīro	មហាវីរោ
mahāyasaṃ	មហាយសំ
mahāyaso	មហាយសោ
mahītalaṃ	មហីតលំ
majjhe	មជ្ឈេ
majjhimabuddhavacanaṃ	មជ្ឈិមពុទ្ធវចនំ
majjhimanikāyo	មជ្ឈិមនិកាយោ
majjhimayāme	មជ្ឈិមយាមេ
majjhimo	មជ្ឈិមោ
mama	មម
mamaṃ	មមំ
mamokāsaṃ	មមោកាសំ
mamāti	មមាតិ
manasā	មនសា
manasādesanā	មនសាទេសនា
mandabuddhīhi	មន្ទពុទ្ធីហិ
mandacchiddo	មន្ទច្ឆិទ្ទោ
mandavāteritassa	មន្ទវាតេរិតស្ស
mandāravapupphacchattaṃ	មន្ទារវបុប្ផច្ឆត្តំ
mandāravaṃ	មន្ទារវំ
mano	មនោ
manoramaṃ	មនោរមំ
manoratho	មនោរថោ
manosilātale	មនោសិលាតលេ
mantadharo	មន្តធរោ
mantetvā	មន្តេត្វា
manujindotiādīsu	មនុជិន្ទោតិអាទីសុ
manussabhūtena	មនុស្សភូតេន
manussagaṇanāya	មនុស្សគណនាយ
manussaloke	មនុស្សលោកេ
manusse	មនុស្សេ
manussesu	មនុស្សេសុ
manussā	មនុស្សា
manussānaṃ	មនុស្សានំ
manussāpi	មនុស្សាបិ
manāpā	មនាបា
maraṇamattaṃ	មរណមត្តំ
maraṇaṃ	មរណំ
marū	មរូ
matoti	មតោតិ
matthakaṃ	មត្ថកំ
matthake	មត្ថកេ
mayaṃ	មយំ
mayha	មយ្ហ
mayhanti	មយ្ហន្តិ
mayhaṃ	មយ្ហំ
mayā	មយា
mayāpi	មយាបិ
maññe	មញ្ញេ
maṃ	មំ
maṅgalapokkharaṇītīre	មង្គលបោក្ខរណីតីរេ
maṅgalasuttaratanasuttanālakasuttatuvaṭṭakasuttāni	មង្គលសុត្តរតនសុត្តនាលកសុត្តតុវដ្ដកសុត្តានិ
maṅgalo	មង្គលោ
maṇimayā	មណិមយា
maṇiratanaṃ	មណិរតនំ
maṇitthambhesu	មណិត្ថម្ភេសុ
maṇḍapassa	មណ្ឌបស្ស
maṇḍapaṃ	មណ្ឌបំ
maṇḍape	មណ្ឌបេ
maṇḍapo	មណ្ឌបោ
me	មេ
medinī	មេទិនី
mekhalaṃ	មេខលំ
mettāpāramitā	មេត្តាបារមិតា
mettāpāramiṃ	មេត្តាបារមិំ
mettāsahagatena	មេត្តាសហគតេន
mettāya	មេត្តាយ
mettāyantassa	មេត្តាយន្តស្ស
micchādiṭṭhitaṃ	មិច្ឆាទិដ្ឋិតំ
micchāvitakkamakkhikā	មិច្ឆាវិតក្កមក្ខិកា
migadāye	មិគទាយេ
migarājā	មិគរាជា
milāyanti	មិលាយន្តិ
mitto	មិត្តោ
mocayiṃ	មោចយិំ
moggaliputtatissattherenetaṃ	មោគ្គលិបុត្តតិស្សត្ថេរេនេតំ
moggaliputtatissatthero	មោគ្គលិបុត្តតិស្សត្ថេរោ
moggaliputto	មោគ្គលិបុត្តោ
moggallānenāti	មោគ្គល្លានេនាតិ
moggallāno	មោគ្គល្លានោ
moghapurisā	មោឃបុរិសា
moho	មោហោ
morapiñchakalāpo	មោរបិញ្ឆកលាបោ
muccanti	មុច្ចន្តិ
mucchitā	មុច្ឆិតា
mudukā	មុទុកា
mudutalaṃ	មុទុតលំ
muggavaṇṇasilaṃ	មុគ្គវណ្ណសិលំ
muggavaṇṇasilāpaṭṭe	មុគ្គវណ្ណសិលាបដ្ដេ
muhuttaṃ	មុហុត្តំ
mukhaṃ	មុខំ
mukhādānaṃ	មុខាទានំ
muttimeva	មុត្តិមេវ
muttāhāraṃ	មុត្តាហារំ
muttājālasadisāya	មុត្តាជាលសទិសាយ
muñcitvā	មុញ្ចិត្វា
muñcitvāhaṃ	មុញ្ចិត្វាហំ
muñcāmimaṃ	មុញ្ចាមិមំ
muñjatiṇaṃ	មុញ្ជតិណំ
muḷālakalāpaṃ	មុឡាលកលាបំ
mā	មា
mālā	មាលា
mālāgandhūpahārādīhi	មាលាគន្ធូបហារាទីហិ
mānamadapurisamade	មានមទបុរិសមទេ
mānasaṃ	មានសំ
mānusakaṃ	មានុសកំ
mānusakā	មានុសកា
mānusaṃ	មានុសំ
mānusehi	មានុសេហិ
mānusā	មានុសា
māpehīti	មាបេហីតិ
māpesi	មាបេសិ
māpesinti	មាបេសិន្តិ
māpesiṃ	មាបេសិំ
māpetvā	មាបេត្វា
māpitā	មាបិតា
mārabalaṃ	មារពលំ
mārasenaṃ	មារសេនំ
māreti	មារេតិ
māse	មាសេ
māsehi	មាសេហិ
mātaraṃ	មាតរំ
mātikaṃ	មាតិកំ
mātikā	មាតិកា
mātikāṭhapanaṃ	មាតិកាឋបនំ
mātito	មាតិតោ
mātu	មាតុ
mātukucchiyaṃ	មាតុកុច្ឆិយំ
mātukucchiṃ	មាតុកុច្ឆិំ
mātā	មាតា
mātāpi	មាតាបិ
mātāpitaro	មាតាបិតរោ
māyā	មាយា
māṇavo	មាណវោ
mūgapakkhikā	មូគបក្ខិកា
mūlapariyāyasuttādīni	មូលបរិយាយសុត្តាទីនិ
mūlato	មូលតោ
mūlayamakaṃ	មូលយមកំ
mūlādīhi	មូលាទីហិ
na	ន
nabhe	នភេ
nadanaṃ	នទនំ
naditvā	នទិត្វា
nadiyo	នទិយោ
nadiyā	នទិយា
nadiṃ	នទិំ
nadīnivattane	នទីនិវត្តនេ
nagaradvāresu	នគរទ្វារេសុ
nagaraṃ	នគរំ
nagare	នគរេ
nahetū	នហេតូ
nakhāpi	នខាបិ
nakkhattā	នក្ខត្តា
nakulā	នកុលា
nalāṭaṃ	នលាដំ
namassanti	នមស្សន្តិ
namassitvā	នមស្សិត្វា
nandamātā	នន្ទមាតា
nanti	នន្តិ
nanu	ននុ
napi	នបិ
napihaṃ	នបិហំ
nappahotiyeva	នប្បហោតិយេវ
nappakanti	នប្បកន្តិ
nappaṭicchādeti	នប្បដិច្ឆាទេតិ
naramarū	នរមរូ
naranāriyo	នរនារិយោ
narā	នរា
narāsabho	នរាសភោ
natthi	នត្ថិ
natthipaccayo	នត្ថិបច្ចយោ
natthīti	នត្ថីតិ
nava	នវ
navacchiddaṃ	នវច្ឆិទ្ទំ
navadosamupāgata	នវទោសមុបាគត
navadosamupāgataṃ	នវទោសមុបាគតំ
navamaṃ	នវមំ
navamo	នវមោ
navappabhedaṃ	នវប្បភេទំ
navaṅgāni	នវង្គានិ
navaṅgānīti	នវង្គានីតិ
navuti	នវុតិ
navutihatthubbedhaṃ	នវុតិហត្ថុព្ពេធំ
navutikoṭimabodhayi	នវុតិកោដិមពោធយិ
navutikoṭisahassāni	នវុតិកោដិសហស្សានិ
navutikoṭisaṅkhyāya	នវុតិកោដិសង្ខ្យាយ
navutikoṭiyo	នវុតិកោដិយោ
navutivassasahassāni	នវុតិវស្សសហស្សានិ
navutivassasahassānīti	នវុតិវស្សសហស្សានីតិ
navutiyeva	នវុតិយេវ
nayadānaṃ	នយទានំ
nayamukhaṃ	នយមុខំ
nayasahassena	នយសហស្សេន
nayasatasahassena	នយសតសហស្សេន
nayasatena	នយសតេន
nayasāgaro	នយសាគរោ
nayato	នយតោ
nayaṃ	នយំ
nayehi	នយេហិ
nayena	នយេន
nayo	នយោ
nayā	នយា
nayānaṃ	នយានំ
naṃ	នំ
naṅguṭṭhe	នង្គុដ្ឋេ
naṭṭhepi	នដ្ឋេបិ
ne	នេ
nekakoṭisataṃ	នេកកោដិសតំ
nekkhamagavesako	នេក្ខមគវេសកោ
nekkhammapāramitā	នេក្ខម្មបារមិតា
nekkhammapāramitāya	នេក្ខម្មបារមិតាយ
nekkhammapāramiṃ	នេក្ខម្មបារមិំ
nekkhammapāramīti	នេក្ខម្មបារមីតិ
nekkhammaṃ	នេក្ខម្មំ
nerañjaramupehiti	នេរញ្ជរមុបេហិតិ
nerañjarāya	នេរញ្ជរាយ
nesaṃ	នេសំ
neva	នេវ
ni	និ
nibaddhajagganabhāvo	និពទ្ធជគ្គនភាវោ
nibbanti	និព្ពន្តិ
nibbattesi	និព្ពត្តេសិ
nibbattetvā	និព្ពត្តេត្វា
nibbatti	និព្ពត្តិ
nibbattiṃsu	និព្ពត្តិំសុ
nibbattā	និព្ពត្តា
nibbhayabhāvo	និព្ភយភាវោ
nibbinnahadayo	និព្ពិន្នហទយោ
nibbutapadaṃ	និព្ពុតបទំ
nibbutapiṇḍabhuñjanabhāvo	និព្ពុតបិណ្ឌភុញ្ជនភាវោ
nibbutiṃ	និព្ពុតិំ
nibbuto	និព្ពុតោ
nibbutā	និព្ពុតា
nibbānaṃ	និព្ពានំ
nibbāyi	និព្ពាយិ
niccakālaṃ	និច្ចកាលំ
niccalabhāvakaraṇatthaṃ	និច្ចលភាវករណត្ថំ
niccalāva	និច្ចលាវ
niccameva	និច្ចមេវ
niccaṃ	និច្ចំ
nicchandarāgabhāvo	និច្ឆន្ទរាគភាវោ
nicchārento	និច្ឆារេន្តោ
nicchāretvā	និច្ឆារេត្វា
nidahitvā	និទហិត្វា
niddhantasuvaṇṇapiṇḍi	និទ្ធន្តសុវណ្ណបិណ្ឌិ
niddiṭṭhaṃ	និទ្ទិដ្ឋំ
niddosaṃ	និទ្ទោសំ
niddāvasena	និទ្ទាវសេន
niddāyantena	និទ្ទាយន្តេន
nidānakathā	និទានកថា
nidānakiccaṃ	និទានកិច្ចំ
nidānakosallatthaṃ	និទានកោសល្លត្ថំ
nidānassa	និទានស្ស
nidānaṃ	និទានំ
nidānāni	និទានានិ
nigaccheyya	និគច្ឆេយ្យ
niggacchati	និគ្គច្ឆតិ
niggahaṃ	និគ្គហំ
niggahaṃpe	និគ្គហំបេ
niggahito	និគ្គហិតោ
niggāthakaṃ	និគ្គាថកំ
nigrodharukkho	និគ្រោធរុក្ខោ
nijjhānaṃ	និជ្ឈានំ
nikhilena	និខិលេន
nikkhamantassa	និក្ខមន្តស្ស
nikkhamanti	និក្ខមន្តិ
nikkhamantūti	និក្ខមន្តូតិ
nikkhamathāti	និក្ខមថាតិ
nikkhamitvā	និក្ខមិត្វា
nikkhamiṃsu	និក្ខមិំសុ
nikkhantasayanassa	និក្ខន្តសយនស្ស
nikkhantaudakadhārā	និក្ខន្តឧទកធារា
nikkhantaṃ	និក្ខន្តំ
nikkhanto	និក្ខន្តោ
nikkhantosmi	និក្ខន្តោស្មិ
nikkhantā	និក្ខន្តា
nikkhepakaṇḍeyeva	និក្ខេបកណ្ឌេយេវ
nikkheparāsi	និក្ខេបរាសិ
nikkhepaṃ	និក្ខេបំ
nikkhepo	និក្ខេបោ
nikkhepoti	និក្ខេបោតិ
nikkhipitvā	និក្ខិបិត្វា
nikkhittaṃ	និក្ខិត្តំ
nikāyabhāve	និកាយភាវេ
nikāyato	និកាយតោ
nikāye	និកាយេ
nikāyo	និកាយោ
nikāyoti	និកាយោតិ
nikāyā	និកាយា
nikāyāti	និកាយាតិ
nimantessāmīti	និមន្តេស្សាមីតិ
nimantetvā	និមន្តេត្វា
nimantitā	និមន្តិតា
nimantiyamāno	និមន្តិយមានោ
nimimahārājakāle	និមិមហារាជកាលេ
nimittaggāhamattakeneva	និមិត្តគ្គាហមត្តកេនេវ
nimittaṃ	និមិត្តំ
nimitte	និមិត្តេ
nimminitvā	និម្មិនិត្វា
nimmitabuddhassa	និម្មិតពុទ្ធស្ស
nimmitabuddhaṃ	និម្មិតពុទ្ធំ
nimmānaratī	និម្មានរតី
ninnetā	និន្នេតា
nipajjahaṃ	និបជ្ជហំ
nipannassa	និបន្នស្ស
nipannena	និបន្នេន
nipanno	និបន្នោ
nippadesato	និប្បទេសតោ
nippadesatova	និប្បទេសតោវ
nippadesena	និប្បទេសេន
nipphannaṃ	និប្ផន្នំ
nipuṇaṃ	និបុណំ
nipuṇāmalabuddhinā	និបុណាមលពុទ្ធិនា
nirantaraṃ	និរន្តរំ
niravasesato	និរវសេសតោ
nirayā	និរយា
nirodhasaccaṃ	និរោធសច្ចំ
nirodhasamāpattisamāpannaṃ	និរោធសមាបត្តិសមាបន្នំ
nirodhā	និរោធា
nirupabhogabhāvo	និរុបភោគភាវោ
nirākulā	និរាកុលា
nisabho	និសភោ
nisajjaṭṭhānacaṅkame	និសជ្ជដ្ឋានចង្កមេ
nisinnasattāhaṃ	និសិន្នសត្តាហំ
nisinnena	និសិន្នេន
nisinno	និសិន្នោ
nisinnā	និសិន្នា
nissaddā	និស្សទ្ទា
nissandena	និស្សន្ទេន
nissaraṇatthā	និស្សរណត្ថា
nissayapaccayo	និស្សយបច្ចយោ
nissaṅgatāya	និស្សង្គតាយ
nissesaṃ	និស្សេសំ
nissāya	និស្សាយ
nisāmetha	និសាមេថ
nisīdanamaṇḍapaṃ	និសីទនមណ្ឌបំ
nisīdanatthāya	និសីទនត្ថាយ
nisīdanaṭṭhānatthāya	និសីទនដ្ឋានត្ថាយ
nisīdanaṭṭhānaṃ	និសីទនដ្ឋានំ
nisīdati	និសីទតិ
nisīdi	និសីទិ
nisīditvā	និសីទិត្វា
nisīdiṃsu	និសីទិំសុ
nisīdāpetvā	និសីទាបេត្វា
nivatta	និវត្ត
nivatthapārutaṃ	និវត្ថបារុតំ
nivattitvā	និវត្តិត្វា
nivesesi	និវេសេសិ
nivāsanapārupanatthāya	និវាសនបារុបនត្ថាយ
nivāsanānurūpaṃ	និវាសនានុរូបំ
nivāsaphāsukaṃ	និវាសផាសុកំ
nivāsato	និវាសតោ
nivāsesi	និវាសេសិ
nivāsesiṃ	និវាសេសិំ
nivāsetvā	និវាសេត្វា
niyatā	និយតា
niyyātetvā	និយ្យាតេត្វា
niṭṭhitā	និដ្ឋិតា
niṭṭhubhanādīhi	និដ្ឋុភនាទីហិ
niṭṭhāpetvā	និដ្ឋាបេត្វា
no	នោ
nosuttanāmikā	នោសុត្តនាមិកា
nti	ន្តិ
ntipi	ន្តិបិ
nu	នុ
nuddhaṃsati	នុទ្ធំសតិ
nupalabbhati	នុបលព្ភតិ
nupapajjare	នុបបជ្ជរេ
nuppajjanti	នុប្បជ្ជន្តិ
nuppajji	នុប្បជ្ជិ
nāddasaṃ	នាទ្ទសំ
nāgabhavanā	នាគភវនា
nāgalatādantakaṭṭhaṃ	នាគលតាទន្តកដ្ឋំ
nāgapunnāgaketakaṃ	នាគបុន្នាគកេតកំ
nāgarukkho	នាគរុក្ខោ
nāgarukkhova	នាគរុក្ខោវ
nāgarājena	នាគរាជេន
nāgarājā	នាគរាជា
nāgasamālā	នាគសមាលា
nāgā	នាគា
nāhaṃ	នាហំ
nāhesunti	នាហេសុន្តិ
nāhesuṃ	នាហេសុំ
nāhosi	នាហោសិ
nālaṃ	នាលំ
nāma	នាម
nāmahaṃ	នាមហំ
nāmapadeso	នាមបទេសោ
nāmapi	នាមបិ
nāmarūpaparicchedakathā	នាមរូបបរិច្ឆេទកថា
nāmarūpaparicchedo	នាមរូបបរិច្ឆេទោ
nāmato	នាមតោ
nāmaṃ	នាមំ
nāmesa	នាមេស
nāmetanti	នាមេតន្តិ
nāmupaṭṭhāko	នាមុបដ្ឋាកោ
nāmāti	នាមាតិ
nānappakārakosallatthaṃ	នានប្បការកោសល្លត្ថំ
nānappakārato	នានប្បការតោ
nānattaṃ	នានត្តំ
nānattābhāvā	នានត្តាភាវា
nānubhonti	នានុភោន្តិ
nānājanasamākulaṃ	នានាជនសមាកុលំ
nānākuṇapapūritaṃ	នានាកុណបបូរិតំ
nānākuṇapasañcayaṃ	នានាកុណបសញ្ចយំ
nānāsamāpattīhi	នានាសមាបត្តីហិ
nānāvirāgavaṇṇavisesasampanno	នានាវិរាគវណ្ណវិសេសសម្បន្នោ
nāradakūṭamhi	នារទកូដម្ហិ
nārado	នារទោ
nārī	នារី
nāsakkhi	នាសក្ខិ
nāsakkhiṃsu	នាសក្ខិំសុ
nātho	នាថោ
nāvaṃ	នាវំ
nāvāya	នាវាយ
nāyaṃ	នាយំ
nāṭakānaṃ	នាដកានំ
nīharaṇābhāvo	នីហរណាភាវោ
nīhārena	នីហារេន
nīlapeyyālaṃ	នីលបេយ្យាលំ
nīlapītalohitodātamañjiṭṭhapabhassaravasena	នីលបីតលោហិតោទាតមញ្ជិដ្ឋបភស្សរវសេន
nīlarasmiyo	នីលរស្មិយោ
nīlaṭṭhānehi	នីលដ្ឋានេហិ
nīpaṃ	នីបំ
nūna	នូន
obhāsanasamatthaṃ	ឱភាសនសមត្ថំ
obhāsayamantalikkhanti	ឱភាសយមន្តលិក្ខន្តិ
odahitvā	ឱទហិត្វា
odātarasmiyo	ឱទាតរស្មិយោ
oghataraṇādīni	ឱឃតរណាទីនិ
ogāḷhassa	ឱគាឡ្ហស្ស
okiranti	ឱកិរន្តិ
okkamati	ឱក្កមតិ
okkamītiādīnaṃ	ឱក្កមីតិអាទីនំ
okkanti	ឱក្កន្តិ
okāsaṃ	ឱកាសំ
olaggetvā	ឱលគ្គេត្វា
olambantā	ឱលម្ពន្តា
olambantūti	ឱលម្ពន្តូតិ
olambatūti	ឱលម្ពតូតិ
olambi	ឱលម្ពិ
olambitvā	ឱលម្ពិត្វា
olambiṃsu	ឱលម្ពិំសុ
olokaneneva	ឱលោកនេនេវ
olokento	ឱលោកេន្តោ
olokesi	ឱលោកេសិ
oloketi	ឱលោកេតិ
oloketvā	ឱលោកេត្វា
omuñcanto	ឱមុញ្ចន្តោ
orabhāge	ឱរភាគេ
orimatīraṃ	ឱរិមតីរំ
oruyha	ឱរុយ្ហ
osamī	ឱសមី
osaranti	ឱសរន្តិ
osarantu	ឱសរន្តុ
otāretvā	ឱតារេត្វា
ovadati	ឱវទតិ
pa	ប
pabbajantūti	បព្ពជន្តូតិ
pabbaji	បព្ពជិ
pabbajissāmīti	បព្ពជិស្សាមីតិ
pabbajitaṃ	បព្ពជិតំ
pabbajito	បព្ពជិតោ
pabbajitukāmā	បព្ពជិតុកាមា
pabbajitvā	បព្ពជិត្វា
pabbajitā	បព្ពជិតា
pabbajitānañhi	បព្ពជិតានញ្ហិ
pabbajitānaṃ	បព្ពជិតានំ
pabbajiṃsu	បព្ពជិំសុ
pabbajjasuttādīnaṃ	បព្ពជ្ជសុត្តាទីនំ
pabbajjā	បព្ពជ្ជា
pabbajjāti	បព្ពជ្ជាតិ
pabbajjāya	បព្ពជ្ជាយ
pabbate	បព្ពតេ
pabbato	បព្ពតោ
pabbaṃ	បព្ពំ
pabbhāre	បព្ភារេ
pabbājento	បព្ពាជេន្តោ
pabhedavacanato	បភេទវចនតោ
pabhedaṃ	បភេទំ
pabhā	បភា
pabhāvatī	បភាវតី
pabhāvito	បភាវិតោ
pabhāya	បភាយ
pabujjhitvā	បពុជ្ឈិត្វា
paccanīyamhi	បច្ចនីយម្ហិ
paccanīyepi	បច្ចនីយេបិ
paccanīyānulomamhi	បច្ចនីយានុលោមម្ហិ
paccanīyānulome	បច្ចនីយានុលោមេ
paccanīyānulomepi	បច្ចនីយានុលោមេបិ
paccatthikā	បច្ចត្ថិកា
paccatthikānaṃ	បច្ចត្ថិកានំ
paccavekkhantassa	បច្ចវេក្ខន្តស្ស
paccavekkhanto	បច្ចវេក្ខន្តោ
paccavekkhantānaṃ	បច្ចវេក្ខន្តានំ
paccayākārapadeso	បច្ចយាការបទេសោ
paccayākāravaṭṭaṃ	បច្ចយាការវដ្ដំ
paccayākāravibhaṅgo	បច្ចយាការវិភង្គោ
paccayākāre	បច្ចយាការេ
paccayākāro	បច្ចយាការោ
paccayānaṃ	បច្ចយានំ
paccekaṃ	បច្ចេកំ
pacchimabuddhavacanaṃ	បច្ឆិមពុទ្ធវចនំ
pacchimayāmāvasāne	បច្ឆិមយាមាវសានេ
pacchimuttarāya	បច្ឆិមុត្តរាយ
pacchā	បច្ឆា
pacchājātapaccayo	បច្ឆាជាតបច្ចយោ
pacchāpi	បច្ឆាបិ
pacurāparādhā	បចុរាបរាធា
padabhājanīyaṃ	បទភាជនីយំ
padahitvā	បទហិត្វា
padahitvāna	បទហិត្វាន
padahiṃ	បទហិំ
padakkhiṇamakaṃsu	បទក្ខិណមកំសុ
padakkhiṇaṃ	បទក្ខិណំ
padanti	បទន្តិ
padasahassāni	បទសហស្សានិ
padavalañjaṃ	បទវលញ្ជំ
padesavihārasuttantavasena	បទេសវិហារសុត្តន្តវសេន
padesavihārasuttantaṃ	បទេសវិហារសុត្តន្តំ
padesaṃ	បទេសំ
padese	បទេសេ
padesena	បទេសេន
padeso	បទេសោ
padissanti	បទិស្សន្តិ
padissare	បទិស្សរេ
padissati	បទិស្សតិ
padumagabbhaṃ	បទុមគព្ភំ
padumaṃ	បទុមំ
padumo	បទុមោ
padumuttaro	បទុមុត្តរោ
padumā	បទុមា
paggahitamano	បគ្គហិតមនោ
paggayha	បគ្គយ្ហ
paggaṇha	បគ្គណ្ហ
paggharatīti	បគ្ឃរតីតិ
paghaṭṭitā	បឃដ្ដិតា
pahotīti	បហោតីតិ
pahānaṃ	បហានំ
pahānāni	បហានានិ
pahāraṃ	បហារំ
pahāya	បហាយ
pahīnakileso	បហីនកិលេសោ
pahīnaṃ	បហីនំ
pahūtadhanadhaññavā	បហូតធនធញ្ញវា
pajahanto	បជហន្តោ
pajahi	បជហិ
pajahinti	បជហិន្តិ
pajahitvā	បជហិត្វា
pajahiṃ	បជហិំ
pajānāti	បជានាតិ
pakampatha	បកម្បថ
pakampathāti	បកម្បថាតិ
pakampati	បកម្បតិ
pakaraṇaṃ	បករណំ
pakaraṇānaṃ	បករណានំ
pakaraṇāni	បករណានិ
pakittetvā	បកិត្តេត្វា
pakkamadhusakkaracuṇṇasappīhi	បក្កមធុសក្ករចុណ្ណសប្បីហិ
pakkamati	បក្កមតិ
pakkamuṃ	បក្កមុំ
pakkhalitvā	បក្ខលិត្វា
pakkhandiṃsu	បក្ខន្ទិំសុ
pakkhipitvā	បក្ខិបិត្វា
pakāsayissāmi	បកាសយិស្សាមិ
pakāsitaṃ	បកាសិតំ
palibodhato	បលិពោធតោ
pallaṅkasmiñhi	បល្លង្កស្មិញ្ហិ
pallaṅkassa	បល្លង្កស្ស
pallaṅkavaramābhuje	បល្លង្កវរមាភុជេ
pallaṅkaṃ	បល្លង្កំ
pallaṅke	បល្លង្កេ
pallaṅkā	បល្លង្កា
paluggaṃ	បលុគ្គំ
palālasakaṭe	បលាលសកដេ
palāyati	បលាយតិ
pamoditaṃ	បមោទិតំ
pamodito	បមោទិតោ
pamokāse	បមោកាសេ
pamudito	បមុទិតោ
pamukhaṃ	បមុខំ
pamādacāraṃ	បមាទចារំ
pamādamāgamma	បមាទមាគម្ម
pamāṇaṃ	បមាណំ
pana	បន
panassa	បនស្ស
panesa	បនេស
panesā	បនេសា
panetaṃ	បនេតំ
panete	បនេតេ
panettha	បនេត្ថ
panidaṃ	បនិទំ
pannarasappabhedo	បន្នរសប្បភេទោ
panāha	បនាហ
papañcasaññāsaṅkhā	បបញ្ចសញ្ញាសង្ខា
papañco	បបញ្ចោ
paralokaṃ	បរលោកំ
paramatthabāhullato	បរមត្ថពាហុល្លតោ
paramatthadesanā	បរមត្ថទេសនា
paramatthakusalena	បរមត្ថកុសលេន
paramatthapāramī	បរមត្ថបារមី
paramattho	បរមត្ថោ
paramāya	បរមាយ
paranimmitavasavattī	បរនិម្មិតវសវត្តី
parapaṭibaddhatāya	បរបដិពទ្ធតាយ
paratīraṃ	បរតីរំ
paravāde	បរវាទេ
paravādinā	បរវាទិនា
